ID,YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,REGION,CAUSE,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,HOUSES_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION,URL,COMMENTS
1290,1902,8,21,11,17,7.5,123.5,"ILLANA BAY, CELEBES SEA",PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Very Doubtful Tsunami,7.3,,2,Severe (~>$5 to $24 million),Many (~101 to 1000 houses),Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1290,"1902, August 21, 19:17 [local time], 7.5 N, 123.5 E, magnitude 7.25.  There was an earthquake with a maximal intensity of 9 degrees (X Rossi-Forel) on the south of Mindanao Island, in the provinces of Lanao and Cotabato. Its source was situated in the northern part of Illana Bay. Sieberg, in relating this information, adds that a tsunami occurred. There is thus no reliable information about a tsunami, although one cannot entirely eliminate the possibility. (reference #414)
<P>1902, August 21, S.W. Mindanao, Celebes Sea. Illama Bay, Mindanao - no details. (reference #79)"
1289,1902,7,5,14,56,40.75,23.25,AEGEAN SEA,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,6.6,,2,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1289,"1902, July 5. Aegean Sea, northern Greece, 40.75 N, 23.25 E, magnitude 7 MS. A strong earthquake occurred. The harbour in Thessaloniki was flooded for some time, intensity =2. (reference #2130)
<P>July 5, 1902, 14:56:30 UTC, 40deg48min N, 23deg06min E. A strong shock in Tessaloniki, partcularly at Arakli-Assiros. Mesoseismal area radius 320 km. As Tessaloniki tsunami intensity II according to Antonopoulos (ref #330) who takes information from Husserl (ref #9288). (reference #4139)
<P>July 5, 1902, Salonika, intensity ii, 40.74 N, 23.25 E, earthquake intensity IX, depth normal. (reference #15)
<P>July 5, 1902, Salonika, intensity ii, earthquake intensity IX, 40.25 N, 33.25 E, depth normal. (reference #20)
<P>July 5, 1902, 40.75 N, 23.25 E, earthquake intensity IX, depth normal. (reference #29)
<P>July 5, 1902, 14:56:30 UTC, 40.8 N, 23.1 E, depth normal, magnitude 6.6 MS. (reference #330)
<P>July 5, 1902, 14:56:30 UTC, West Aegean Sea, 40deg49min N, 23deg02min E, earthquake intensity IX, magnitude 6.5 MS. Sea disturbance in Magnesia. (reference #2427)"
1270,1899,12,25,12,25,33.8,-118.5,S. CALIFORNIA,USA,West Coast of North and Central America,Meteorological,Very Doubtful Tsunami,6.4,,0.5,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1270,"A magnitude 6.7 earthquake in Southern California apparently was caused by a shift in the San Jacinto fault. A high wave was reported in San Diego and Los Angeles. The event was not recorded on the San Diego tide gauge. The observer noted ""rough water- strong northeast wind"" on the record which showed heavy short period noise continuing past the 25th. The San Jacinto fault was 45 miles inland and could not have generated a wave directly. This is most likely a meterologically-induced wave incidental with the earthquake. (Reference #237)
<P>There was a strong earthquake in Southern California, apparently caused by a shift along the San Jacinto fault on its highest mountainous section, several miles southeast of San Jacinto, where many large cave-ins occurred. Mile noted (1900) also, that a large high wave broke on the seacoast without doing any damage (Reference #415)."
1260,1899,9,10,21,41,60,-140,"YAKUTAT BAY, AK",USA,Alaska (including Aleutian Islands),Earthquake and Landslide,Definite Tsunami,8.2,25,3,Severe (~>$5 to $24 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1260,"This magnitude 8 earthquake was the largest in a series of earthquakes in the Yakutat Bay region during September 1899.  This catastrophic event caused a maximum uplift of 47 feet on the western side of Disenchantment Bay, and was felt over an area estimated at least 216,300 square miles on land.  A number of separate tsunamis were triggered by both tectonic uplift in Yakutat Bay and submarine and subaerial landslides from Valdez to Lituya Bay.  Glacier regimen alteration also occurred in the area.
<P>The following is from reference #415:
<br>The tectonic movements and, to some extent, the collapse of large masses of ice and rocks into the water, were the cause of the appearance of a tsunami and seiches...The tongue of the Hubbard glacier broke off on a stretch of 9 km (5 miles) and slipped 1 km (half a mile) into the bay. Water poured out of the small lake and rushed downwards.</br>
<br>At Yakutat, according to eyewitnesses, the water became very agitated after the earthquake, and at least until nightfall the level rose and fell 2 1/2-3 m (8-10 feet) every 8-10 minutes.</br>
<br>According to one account, as soon as the earthquake had ended, flood tides rolled in from the sea. There were at least three large waves. The water level rose from the ebb tide mark, which occurred at the time of the earthquake, to 0.3 m (1 foot) above the high tide mark, that is, it rose 4 1/2 m (15 feet). Eddies formed in the bay, in which trees, driftwood and all kinds of rubbish circled so rapidly that it was difficult to follow individual objects. The water foamed up and was covered with whitecaps on the whole expanse. Reaching the chute of the sawmill, the whirlpool tore it off and carried it away in an instant.</br>
<br>According to another eyewitness, after the earthquake the water in the bay began to retreat stormily and passed the line of the lowest low tides. Soon afterwards, the water returned in a strong current and covered the shore over a considerable stretch. Everything around the Indian huts was flooded and washed away, and the huts themselves were very nearly washed away.</br>"
1254,1899,1,22,7,56,37.2,21.6,IONIAN SEA,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,6.6,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1254,"1899, January 22, 0756 UTC. 37.2 N, 21.6 E, magnitude 6.6, tsunami reliability 1. Strong shock in Messenia causing severe damage at Kyparissia and surroundings. Casualties. Serious damage in the whole Messenia with a total of 45 houses destroyed, more than 275 uninhabitable. Tsunami at Messinia, Kyparissia and Marathos with intensity III according to Antonopoulos (1980). (reference #4139)
<P>The earthquake was followed by a seismic sea wave, about 1 m high, which flooded the coast at Marathos and at other places, which are not specified, including on the coast of Kyparisia. On the island of Zakynthos the height of the wave was about 40 cm. There is no evidence that the submarine cables between Zakynthos and the mainland at Tripiti and Katakolo were affected. (reference #9116)
<P>1899, January 22. Tsunami at Messini, Kyparrisia, Marathos. (reference #1099)"
1248,1898,3,31,7,43,38.2,-122.4,"OAKLAND, N. CALIFORNIA",USA,West Coast of North and Central America,Meteorological,Very Doubtful Tsunami,6.2,,2,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1248,"A magnitude 6.7 earthquake occured in the east San Francisco Bay region. The Oakland mole (breakwater) extended east-west toward Yerba Buena Island. Jacks Point is probably Jack's Bend, a point over eight miles up the Napa River from Mare's Island. The origin of the waves is uncertain. The Rogers Fault is predominately strike slip but may have some vertical component. However, the path from the fault to Oakland is rather indirect having to pass through San Pablo Bay to get to the San Francisco Bay proper. Submarine landslides are problematic as there is little relief in the bay bottom. Subaerial landslides nearer Oakland are possible but there are no reports of any. <P>The marigram for this event showed short period noise continuing for several days. Operators repeatedly noted ""rough water."" These were probably meterological waves and nothing resembling a tsunami was observed.  (Reference #237)"
1241,1897,8,5,0,10,38,143.7,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,7.7,,1,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1241,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>August 5, 1897, 9:12 [local time]. There was an earthquake with source off the coast of Sanriku. It caused a tsunami which was observed all along this coast and which caused minor destruction.
<P><blockquote><i>Reference #1897:</i></blockquote> 
<P>Sea waves on the coasts of Sanriku."
1213,1894,7,10,12,33,40.6,28.7,MARMARA SEA,TURKEY,Mediterranean Sea,Earthquake,Definite Tsunami,6.7,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1213,"1894, July 10. Zone of the Sea of Marmara. The sea in Istanbul receded and then attacked the shore with great force, i = 3. (reference #2130)"
1212,1894,4,27,19,21,38.7,23.1,NORTH EVOIKOS GULF,GREECE,Mediterranean Sea,Earthquake and Landslide,Definite Tsunami,7,,4,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1212,
1208,1894,3,22,10,23,42.5,146,SE. HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.9,,1.5,Moderate (~$1 to $5 million),,Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1208,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>March 22, 1894, 19:23 [local time], magnitude 7.9. There was a destructive earthquake on the northeastern coast of Hokkaido Island, also affecting the south of the Kuril Islands (Kunashir Island). After the earthquake a tsunami was observed on the coast of Hokkaido Island and at Sanriku. 
<P>A weak tsunami was observed on the east coast of Hokkaido Island, at Nemuro and Kushiro. The height of the waves was only 1.2-1.5 m at many places. The tsunami approached Kushiro 20-30 minutes after the earthquake. Ebb and flood tides recurred about ten times with a period of 20-30 minutes.
<P>One home and two warehouses were destroyed by the earthquake in the vicinity of Kiritappu. According to unreliable data, there was also damage from a tsunami.
<P>A tsunami occurred in the Kuril Islands. On Kunashir Island it damaged 12 homes, carried away four boats and sank three boats. Bridges were destroyed.
<P>The height of the waves was 3 m at Hakodate and Kamaishi, 1.5 m at Taro, 4 m at Miyako, 1.5 m at Ofunato, and 0.3 m at Ayukawa with a period of 20 minutes. The travel time of the tsunami was 20-30 minutes to Kushiro, 26 minutes to Hanasaki, 42 minutes to Miyako, 53 minutes to Hachinohe, 64 minutes to Ayukawa, and about 1 hour to Tyatino (Kunashir Island). 
<P><blockquote><i>Reference #150:</i></blockquote> 
<P>March 22, 1894, 19:23 [local time], 42.5 N, 146 E, magnitude 7.9, tsunami intensity 2, validity 4. One death, 14 houses destroyed. Miyako 4 m, Ofunato 1.4 m, Kunashiri Island 1.2m, Akkeshi 2m, Hakodate 0.5 m, Hanasaki 1.5 m, Kushiro 1 m, Yamada, Ootsuchi, Kesennuma 1 m, Shikotan 3 m, Ryuabetsu 3m, Tomari  m, Kamaishi Taro 1.4 m. 
<P><blockquote><i>Reference #79:</i></blockquote> 
<P>Sea waves on the coast of Nemuro; periods of more than ten waves were estimated were 20m-30m. (reference #1897)
<P>March 22, 1894, 10:23 UTC, 42.3 N, 145.1 E, magnitude 7.9, tsunami intensity 2."
1205,1893,6,14,,,40.2,19.7,ALBANIAN COASTS,ALBANIA,Mediterranean Sea,Earthquake,Questionable Tsunami,7.5,,3,Severe (~>$5 to $24 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1205,"Reference #1099 lists earthquake on June 14, 1893, 40.2 N, 19.7 E, magnitude 7.5, intensity XI. ""A great catastrophe"", highest intensities (I = XI?) at Himare, Dhermi, Kuc, Kudhesi, (I= X?) at Vlore, Kanino, Narta and Smokhtine (I = IX?), high
tsunami in the bay of Vlore, felt in Puglia."
1202,1893,2,9,,,40.5,25.5,SAMOTHRACE,GREECE,Mediterranean Sea,Earthquake,Definite Tsunami,6.5,,3,Moderate (~$1 to $5 million),Some (~51 to 100 houses),,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1202,"<blockquote><i>Reference #2130:</i></blockquote>  
1893, February 9 (January 28). Aegean Sea. A destructive earthquake occurred on the Island of Samothraki. A tsunami was generated and appeared on the northern shore of the
island and on the nearest Thracian coasts. The water rose by 1 m near Islet Aghistro on the Island of Samothraki (i = 4) and penetrated deep onto the island for 25-30m. The wave in the region of Alewndroupoli on the continent was of approximately the same height and flooded the coast for 40 m.
<blockquote><i>Reference #4139:</i></blockquote>  
<P>1893, February 9, 18 UTC. 40.5 N, 25.5 E, earthquake magnitude 6.5, intensity IX, tsunami intensity III, validity 4. Extensive damage in Samotraki, were about 10% of houses collapsed and 50% was rended uninhabitable. Rockslides. Felt along the coasts of Trakia and in S.Bulgaria. Strong in Imroz and Alexandropolis (Karnik, r376).
<P>At Agistron the water rose to a height of about 1 m and entered 25-30 m inland. Some animals were killed and two small houses collapsed because of the sea wave (Galanopoulos, r 433) who quotes Christomanos (r496).
At Alexandropolis 1 m heigh wave and water ingression for 40 m  (Antonopoulos, r417).
<P>On the N coast of Samotraki tsunami intensity III attributed by Antonopoulos (r417). 
<P>Further references: Papadopoulos (r80), Soloviev (r414), Galanopoulos (r479), Antonopoulos (r573, r392), Ambraseys (r391)."
1195,1892,5,16,11,10,14,143.3,"GUAM, MARIANA ISLANDS",USA TERRITORY,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.5,,0.5,Moderate (~$1 to $5 million),Few (~1 to 50 houses),,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1195,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1892, May 16, 21:10 [local time]. There was a strong earthquake on Guam Island. It began with sudden vertical shocks, which made all the inhabitants run to the street. The sea retreated from the shore right up to the reefs, but due to the fact that the return movement was slow, it did not advance beyond the shore in the center of the city, though it did in San Antonio quarter. Another three very strong shocks were felt at night. 
<P><blockquote><i>Reference #482:</i></blockquote> 
<P>1892, May 16, 11:31 UT. At 9:10 P.M. local time when clocks stopped, a strong earthquake that lasted a minute
caused tiles to fall from roofs. The sea receded to the reefs in Agana Harbor but due to its slow return it did not pass its ordinary line except in the San Antonio quarter where it invaded the area. A larger wave would have destroyed the village of San Antonio. This wave was probably due to a submarine landslide in the bay given the local effect at San Antonio. (Repetti, 1939) Validity 4."
1172,1887,10,3,,,38.3,22.8,"PELOPONNESUS, GREECE",GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,6.2,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1172,"1887, October 4 (3).  Ionian Sea, Gulf of Corinth. A destructive underground shock occurred on the southern shore of the gulf. A tsunami wave appeared which advanced deep
into the dry land between Xilocastro and Sykia for 20m. (reference #2130)"
1168,1887,5,3,,,31,-109,N. MEXICO,MEXICO,West Coast of North and Central America,Earthquake and Landslide,Very Doubtful Tsunami,8,,1,Severe (~>$5 to $24 million),Many (~101 to 1000 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1168,"On May 3, 1887, 14:45 [local time] there was a strong earthquake in northwest Mexico, in the states of Sonora and Chihuahua. Near the lighthouse on Haro Cape, following the earthquake the water retreated from shore a considerable distance, and then retreated again several times with the same force. An unstable part of the hill to the west of the lighthouse collapsed from the impact of the tidal waves.
(reference #415)"
1164,1886,8,27,21,32,37.1,21.5,IONIAN SEA,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,7.5,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1164,"1886, August 27. Ionian Sea, Greece. An extremely strong earthquake with its the south-western shore of Peloponnesus occurred... The submerged cable between the Islands of Zakynthos and Strofades was torn off. The generated tsunami waves threw several boats out onto the coast in Yialova (to the north of Pylos); the sea near Agrilos (to the north of Filiatra) advanced deep onto dry land for 10 - 15 m. It was reported that the tsunami was observed up to Izmir. (reference #2130)"
1118,1880,8,15,12,48,-31.62,-71.18,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,7.7,,0.5,Severe (~>$5 to $24 million),Many (~101 to 1000 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1118,"1880, August 15, 8:48 [local time]. Event validity questionable, 31 S, 71.5 W, earthquake magnitude 7, tsunami intensity 0.5. A strong earthquake occurred with source north of Santiago. At Illapel, a loud rumbling was heard from the north... Since it was a holiday, all the people were in the streets, as a result of which there were only <B>two casualties</B>. 
There were strong tremors at Coquimbo. Large columns of water arose at sea, as a result of which the anchor chain snapped in one ship. The underwater cable across the mouth of the Limari River was broken at a depth of 1.8 km.
(reference #415)
<P>The submarine cable was broken at a depth of 1800 meters off the estuary of the Limari River...The epicenter of this earthquake could have been offshore... (reference #252)
<P>2880, August 15, 12:48 UTC. 31 S 71.5 W, magnitude 7.0 MS, runup height 1.0 m, tsunami intensity 0.5, N. Central Chile. (reference #552)"
1010,1869,8,24,17,10,-19.6,-70.23,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Probable Tsunami,7.5,,1.5,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1010,"1869, Aug 24, ~13:15 local time. Mag. 6 3/4, 19 S, 70.5 W (likely validity, tsunami intensity 1.5). A strong earthquake occurred in the region stretching about 550 km north of Iquique. This was the strongest shock since the earthquake of Aug 13, 1868. Numerous recurrent shocks were felt; foreshocks had been felt since at least Aug 20. According to a report from Lima, published by a French and some South American newspapers, the earthquake was followed on the coast of Peru by tsunami waves, almost as destructive as those of Aug 13, 1868. At Iquique and Arica, the sea receded rapidly from shore, entraining ships and boats. Then it returned in an enormous wave up to 2 m (6 feet) higher than the usual level. The wave retreated 5 times and then rolled onshore without much force. Normal life was totally disrupted. Homes were abandoned at Arica. The situation was almost the same at Iquique and Pisagua. At Pisagua, the sea level dropped 5 m, and then rose 2 m above its usual level. All ships, fearing that the anchors would not hold, made ready to put out to sea. (ref #415)<P>1869, Aug 24, 1:30 p.m. This poorly documented earthquake may have been a large aftershock near the southern end of the epicentral area of Aug 13, 1868. A tsunami was generated, according to reports from Arica, Iquique, and Pisagua The mag. is estimated at 7 to 7 3/4. (ref #252)<P>1869, Aug 20 and 24. Chile & Peru. Earthquake felt at Tacna, Arica, Iquique, and Pica. Sea wave; no data. (ref #39)<P>1869, Aug 24, 17:10 UTC. 19 S, 71 W, magnitude 7.75, Pisagua. (ref #164)1869, August 24, 13:10 local time. Source Arica or Ica, N. Chile or S. Peru. Runups Iquique, Pisagua, Arica, Callao. The number and date of Peru-N. Chile tsunami occurring in Aug 1869 is uncertain. Berninghausen, citing Heck, Milne and Montessus de Ballore lists tsunamis accompanying a quake Aug. 19 at Ica and Arica and a quake (quakes? ) on Aug. 20 and 24 at Tacna, Arica, Iquique, and Pica. Heck lists the same tsunami, not clarifying that the places were those at which the quakes, and not necessarily waves, were observed, citing Milne. Milne listed a quake at Arica and Ica on 19 Aug., accompanied by sea waves, citing an unidentified Montessus de Ballore report, and quakes Aug. 20-24 strongest at Arica, Iquique, and Pica, of which one at least was accompanied by sea waves, citing Fuchs, Montessus de Ballore, and Hope-Jones. Rudolph initially (1887) reported a quake at Tacna on Aug. 24 at 13:10 with which was associated the tsunami behavior at Pisagua noted above. Later, however, he quoted a ship captain's report from Pisagua on the same date that ""..the inhabitants cleared out to the mountains leaving another sea wave."" The earlier tsunami thus implied might have occurred on one of the earlier dates shown in Aug. 1869 or might easily have been the tsunami of 1868 Aug. 13. Montessus de Ballore included in his provisional lists (1910-llb) a quake at Arica and Ica on Aug. 19 that was accompanied by a tsunami, but later (19lla) in detailed account omitted this date and described a Peru-N. Chile quake on Aug. 24 accompanied by a tsunami at Arica and Iquique. Fuchs (1870) mentions a tsunami only on Aug. 24 accompanying a quake at Iquique and Arica. It is considered probable that there was only one tsunami in Aug. 1869, that on the 24th, but possible that there was an additional one on the 19th. (ref #79)"
1012,1869,12,28,,,38.8,20.7,IONIAN SEA,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,6.9,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1012,Three huge tsunami waves were observed in the sea near Vlore. (reference #2130)
1020,1871,4,30,,,9.203,124.673,SULU SEA,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Volcano,Very Doubtful Tsunami,,,2,Severe (~>$5 to $24 million),Many (~101 to 1000 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1020,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1871, February 21. On Camiguin Island there was a
destructive earthquake, which devastated the extreme northern part of the island and which was felt on the islands of Mindanao, Bohoi, Cebu and others. Many wooden homes were destroyed and massive stone walls collapsed at Mambajao and Catarman; many avalanches occurred in the mountains. Many more shocks were registered almost daily until April 30. Four of these were strong, and were felt almost the same as the main earthquake (Maso, 1910 a).
<P>On April 30, the Hibokhibok Volcano (Camiguin Island), which had been considered extinct, exploded and a new crater was formed at its foot. Maso (1911 b), describes the events as follows.
<P>On April 30, at 7:00, a new volcano exploded with a terrifying roar on the north-northeast tip of the island. A column of steam, stones and ash rose into the air; the ash fell for a distance of up to 200 km from the volcano. Everything was destroyed in a radius of 2-3 km from the new crater. There were no victims, since the residents of the nearest settlement, Catarman, frightened by the earthquakes, had left their homes before the eruption. The underground shocks stopped almost completely for several days after the eruption.
<P>Fuchs (1872) describes the eruption somewhat differently.
<P>On April 30 (or May 1), the plain at Catarman settlement began to subside gradually, so that the roofs of the homes were soon at ground level. While many residents were observing this phenomenon, suddenly, at 17:00, a terrible roar pealed out, cracks appeared in the ground, and an eruption began from the small crater which had newly appeared in place of the village. A large cloud of smoke rose into the air. Flows of lava and water issued. The explosions, like shots from a large cannon, continued uninterrupted for several hours. Then a brief pause ensued, after which the explosions began again and new subsidences occurred, and lava again flowed from the crater, flooding the huts in its path and falling with a terrible hiss into the sea. A dense cloud of ash hung over the island. Shafts of flame from the volcano burst through the dark ash. The eruption lasted a long time.
<P><B>The population of 26,000 people fled the island; it was inundated by a wave from the sea</B>.
<P>Perrey (1875) gives a fuller description of the eruption, but says nothing about a tsunami."
1038,1872,3,14,8,20,34.9,132,SW. HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.4,33,1,Limited (<$1 million),Very Many (~1001 or more houses),Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1038,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>On March 14, 1872 [17:20 local time] there was a strong earthquake in Shimane Prefecture, where Nada district suffered especially... In all 552 people died in the earthquake; about 5,000 homes collapsed.
<P>The earthquake was preceded by foreshocks. An underground rumbling was heard four or five days before the main shock. On March 14, a rather strong foreshock was felt at about 11:00 [Local time] and was also accompanied by a rumble. A second strong foreshock occurred at 16:00, another one of less force occurred an hour later, and the main earthquake struck 10 minutes later. It was associated with large changes in the relief of the earth's surface... 
<P>There are reports that the visible changes in relief and the associated changes in sea level began not long before the main earthquake. After the earthquake, a tsunami was observed on the coast of three districts: Nima, Naka and Mino. It frightened the residents considerably, but did no damage...
<P>At the time of the earthquake, three fishing boats, which had come out from Hamada Bay to fish, were passing through the strait at Setogashima Island. Rocks falling from the steep cliff sank two of the boats, and the surviving boat was carried out to sea by the water leaving the bay. However, after some time, the boat was picked up by a flood tide and once again found itself in the bay.
<P>Iida et al. (1967): 34.8 N., 132 E.; M=7.1, m=1, probability 3. 
<P><blockquote><i>Reference #150:</i></blockquote> 
<P>Mar 14, 1872, 34.9 N,m 132 E, magnitude 7.4. Tsunami height 3m at Fukumitsu. 804 deaths, 5796 houses destroyed in total. Sea receded before the shock. Land 2.4 m upheaved at Hamada.
<P><blockquote><i>Reference #1068:</i></blockquote> 
<P>March 14, 1872, 35 N 132.5 E, 600 deaths, 5,000 houses destroyed... In the Hamada earthquake of 1872 there was an uplift of the shore amounting to 6 1/2 feet, thirty minutes before a widely felt shock. Fishermen began to gather stranded fish and shells on a bared narrow bar joining the shore with an islet. Immediately after the shock they rushed to higher ground and escaped the moderate tsunami which followed."
1091,1878,1,27,,,-12,-77,CENTRAL PERU,PERU,West Coast of South America,Unknown,Probable Tsunami,,,1.5,,,Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1091,"January 27, 1878, event validity likely, tsunami intensity 1.5. The sea rushed onshore at Callao. Boats and small ships ran aground. A recurring flood tide passed 100 m inland from the breakwater of the inner harbor, carrying with it everything on the beach. Five people drowned. Enormous chunks of stone were tossed around like toys. There was no earthquake that day. (reference #415)
<P>January 27, 1878, Callao, Peru, unknown cause. (reference #79)"
1112,1878,11,22,,,35.18,-120.731,S. CALIFORNIA,USA,West Coast of North and Central America,Landslide,Probable Tsunami,,,1.5,Limited (<$1 million),,Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1112,"1878, November 22. San Luis Obispo, California. One fatality, and three wharfs damaged at Point Sal, and Avila. Observed at Surf and Port Hartford. No earthquake or wind reported. Probably submarine landslide. (reference #237)
<P>1878, November 22. According to some sources, there was a
wave 2 m (6 feet)- high at Wilmington [southern suburb of Los Angeles]. Waves, which did some damage, were observed in San Luis Obispo Bay, Surf, Sal Cape, Cape, at Port Harford, Pismo Beach, Avila, Morro Bay and Cayucos. (reference #415)"
1143,1883,10,6,19,4,59.4,-153.4,"COOK INLET, AK",USA,Alaska (including Aleutian Islands),Volcano and Landslide,Definite Tsunami,,,3,Limited (<$1 million),Few (~1 to 50 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1143,"<P><blockquote><i>Reference #239:</i></blockquote> 
October 6, 1883. This eruption of Saint Augustine Volcano, producing a reported ashfall of up to 5 inches, was accompanied by a series of tsunamis.  The first wave may have been produced by the effect of the air wave from the eruption on the water, while the tsunami was the result of a debris avalanche from the collapse of the north face of the peak. An eyewitness account of the volcanic tsunami produced by the eruption was recorded in the daily log of the Alaska Commercial Company trading post at English Bay(Alaska Commercial Company, 1883): ""At this morning at 8:15 o'dock, 4 tidal waves flowed with a westerly current, one following the other at the rate of 30 miles p. hour into the shore, the sea rising 20 feet aboye the usual level."" Augustine Island, a nearly circular volcanic island that has had six significant eruptions in historical times, is surrounded by underwater deposits similar to that produced by this slide; tsunamis were probably generated repeatedly by this volcano in prehistorical times.  It is possible that there may have been Aleut casualties during this event (a search for five or six Aleut hunters camped on Augustine Island just prior to the eruption yielded nothing) but the descriptions are unclear; the <B>death designation here is conjectural</B>.
<P>The tsunami was apparently generated by a debris avalanche from the collapse of the north face of the peak. The slide consisted of about 325 million cubic yards of material moving down from a peak height of 4,100 feet and over a distance of about 5 1/2 miles including 1 mile of newly created land at Burr Point and 1.5 miles further underwater.
<P>Note: Augustine Island is also mentioned as Chernoburyi Island, its Russian name, and variations of this spelling [such as Chernobur, Chernobour, Chernaboura, and Tchernvbura, from reference #2099]."
1275,1900,10,7,21,4,-4,140,BISMARCK SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,6.9,,1.5,Limited (<$1 million),Few (~1 to 50 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1275,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1900, October 8, 6:00-7:00 [local time], validity 3. There was an earthquake and a seaquake in the region of Wandammen bay lasting 15 seconds. There were many aftershocks; it was registered by the seismograph at Djkarta (Batavia). It was accompanied by tsunami waves. At Napan settlement, one home was washed away and tossed onto a hill and five people died, but for the rest, the damage was minor. The tsunami did not do any harm at Windessi. Milne: October 7, 1900, 21:00 UTC, 0 N, 130 E, Richter: October 7, 1900, 21:04 UTC, 4 S, 140 E, magnitude 7.8. [The instrumental data on the earthquake are in poor agreement with the macroseismic data.]"
